STATUSOFACCIDENT;DATE;ALCOHOL;TYPEOFACCIDENT;ROADTYPE;SPEED;COUNTOFPERSON;SERIOUSINJURY;NONINJURED;REGIONNAME;RMA
Finished;07.07.2013;Yes;Collision with vehicle;Not at intersection;80 km/hr;3;0;2;METROPOLITAN NORTH WEST REGION;Freeway
Finished;08.07.2013;No;Struck Pedestrian;T intersection;70 km/hr;3;1;2;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;08.07.2013;No;Collision with a fixed object;Not at intersection;60 km/hr;1;0;0;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;08.07.2013;No;Collision with vehicle;T intersection;100 km/hr;2;1;1;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;06.07.2013;No;Vehicle overturned (no collision);T intersection;50 km/hr;2;0;1;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;08.07.2013;No;Collision with vehicle;Cross intersection;50 km/hr;3;0;1;METROPOLITAN NORTH WEST REGION;Local Road
Finished;08.07.2013;No;Vehicle overturned (no collision);Cross intersection;100 km/hr;2;2;0;NORTH EASTERN REGION;Arterial Highway
Finished;08.07.2013;No;Collision with vehicle;T intersection;80 km/hr;7;0;3;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;08.07.2013;Yes;Struck Pedestrian;T intersection;60 km/hr;2;0;1;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;08.07.2013;Yes;Collision with vehicle;Multiple intersection;60 km/hr;3;1;2;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;08.07.2013;No;Collision with a fixed object;Not at intersection;100 km/hr;1;0;0;NORTHERN REGION;Local Road
Finished;07.07.2013;Yes;Collision with vehicle;T intersection;80 km/hr;2;2;0;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;08.07.2013;Yes;Collision with vehicle;T intersection;40 km/hr;3;0;2;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;08.07.2013;No;Vehicle overturned (no collision);Cross intersection;50 km/hr;1;0;0;WESTERN REGION;Arterial Other
Finished;03.07.2013;Yes;Collision with vehicle;T intersection;50 km/hr;2;1;1;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;09.07.2013;Yes;Collision with vehicle;T intersection;70 km/hr;2;0;1;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;08.07.2013;No;Collision with vehicle;Cross intersection;50 km/hr;2;0;1;SOUTH WESTERN REGION;Local Road
Finished;09.07.2013;No;Collision with vehicle;T intersection;80 km/hr;3;1;2;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;09.07.2013;No;Struck Pedestrian;Not at intersection;40 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;09.07.2013;No;Collision with vehicle;Not at intersection;100 km/hr;3;1;2;NORTHERN REGION;Arterial Other
Finished;09.07.2013;No;Collision with vehicle;Cross intersection;60 km/hr;3;0;2;METROPOLITAN NORTH WEST REGION;Arterial Highway
Finished;09.07.2013;No;Collision with vehicle;Not at intersection;70 km/hr;1;0;0;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;08.07.2013;Yes;Collision with vehicle;Cross intersection;50 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;09.07.2013;No;Collision with vehicle;T intersection;60 km/hr;7;2;5;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;09.07.2013;No;Collision with vehicle;T intersection;60 km/hr;2;1;1;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;08.07.2013;No;Collision with vehicle;Cross intersection;50 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Local Road
Finished;05.07.2013;Yes;Struck Pedestrian;T intersection;50 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Local Road
Finished;09.07.2013;No;Collision with a fixed object;Not at intersection;80 km/hr;1;1;0;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;09.07.2013;No;Collision with vehicle;Multiple intersection;50 km/hr;3;0;2;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;10.07.2013;No;Collision with vehicle;Not at intersection;50 km/hr;6;3;0;METROPOLITAN NORTH WEST REGION;Local Road
Finished;09.07.2013;No;Vehicle overturned (no collision);Not at intersection;100 km/hr;1;0;0;NORTH EASTERN REGION;Local Road
Finished;10.07.2013;No;Collision with vehicle;Not at intersection;80 km/hr;3;1;2;METROPOLITAN NORTH WEST REGION;Freeway
Finished;10.07.2013;No;Collision with vehicle;Not at intersection;100 km/hr;4;0;1;METROPOLITAN SOUTH EAST REGION;Freeway
Finished;10.07.2013;No;Collision with vehicle;Cross intersection;60 km/hr;2;0;1;WESTERN REGION;Arterial Other
Finished;10.07.2013;No;Collision with vehicle;Not at intersection;100 km/hr;2;1;1;METROPOLITAN SOUTH EAST REGION;Freeway
Finished;10.07.2013;No;Collision with vehicle;Not at intersection;70 km/hr;2;0;1;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;10.07.2013;No;Collision with vehicle;Cross intersection;50 km/hr;4;0;2;WESTERN REGION;Local Road
Finished;10.07.2013;No;Collision with vehicle;T intersection;70 km/hr;5;0;2;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;10.07.2013;No;Collision with vehicle;Cross intersection;60 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;10.07.2013;No;Collision with vehicle;Not at intersection;100 km/hr;2;1;0;SOUTH WESTERN REGION;Local Road
Finished;09.07.2013;No;No collision and no object struck;T intersection;40 km/hr;1;0;0;METROPOLITAN NORTH WEST REGION;Local Road
Finished;10.07.2013;No;Collision with vehicle;Cross intersection;60 km/hr;2;1;1;WESTERN REGION;Arterial Highway
Finished;10.07.2013;Yes;Collision with vehicle;T intersection;60 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;12.07.2013;No;Collision with vehicle;Cross intersection;90 km/hr;3;2;0;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;12.07.2013;No;Struck Pedestrian;Cross intersection;50 km/hr;2;1;1;METROPOLITAN NORTH WEST REGION;Local Road
Finished;10.07.2013;No;Collision with a fixed object;Not at intersection;100 km/hr;3;0;0;SOUTH WESTERN REGION;Arterial Other
Finished;10.07.2013;No;Struck Pedestrian;Cross intersection;60 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;12.07.2013;No;Collision with vehicle;Cross intersection;100 km/hr;3;1;1;SOUTH WESTERN REGION;Arterial Other
Finished;12.07.2013;Yes;Struck Pedestrian;T intersection;60 km/hr;2;0;1;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;12.07.2013;Yes;Collision with vehicle;T intersection;60 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Local Road
Finished;12.07.2013;Yes;Collision with a fixed object;Not at intersection;100 km/hr;1;0;0;NORTH EASTERN REGION;Arterial Highway
Finished;10.07.2013;No;Collision with vehicle;Not at intersection;80 km/hr;4;0;3;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;10.07.2013;Yes;Collision with vehicle;Cross intersection;60 km/hr;3;0;1;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;10.07.2013;Yes;Struck Pedestrian;Not at intersection;50 km/hr;3;2;1;SOUTH WESTERN REGION;Local Road
Finished;10.07.2013;Yes;Collision with a fixed object;Not at intersection;100 km/hr;1;0;0;METROPOLITAN SOUTH EAST REGION;Freeway
Finished;10.07.2013;Yes;Collision with vehicle;Cross intersection;80 km/hr;3;0;2;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;10.07.2013;Yes;Vehicle overturned (no collision);Not at intersection;50 km/hr;1;1;0;METROPOLITAN NORTH WEST REGION;Local Road
Finished;11.07.2013;Yes;Collision with a fixed object;Not at intersection;100 km/hr;1;1;0;NORTHERN REGION;Arterial Highway
Finished;10.07.2013;No;Collision with vehicle;T intersection;60 km/hr;5;0;2;METROPOLITAN NORTH WEST REGION;Arterial Highway
Finished;10.07.2013;No;Collision with vehicle;Not at intersection;40 km/hr;2;0;1;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;11.07.2013;No;Collision with vehicle;Not at intersection;100 km/hr;4;0;3;METROPOLITAN NORTH WEST REGION;Freeway
Finished;10.07.2013;Yes;Collision with vehicle;T intersection;70 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Arterial Highway
Finished;11.07.2013;No;Struck Pedestrian;Not at intersection;60 km/hr;2;1;1;METROPOLITAN NORTH WEST REGION;Local Road
Finished;11.07.2013;No;Collision with vehicle;Not at intersection;60 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Local Road
Finished;11.07.2013;No;Collision with a fixed object;Not at intersection;100 km/hr;2;0;0;WESTERN REGION;Local Road
Finished;11.07.2013;No;Collision with vehicle;Not at intersection;60 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Local Road
Finished;10.07.2013;No;Collision with vehicle;Not at intersection;60 km/hr;3;1;1;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;11.07.2013;No;Collision with vehicle;T intersection;90 km/hr;3;1;0;SOUTH WESTERN REGION;Arterial Highway
Finished;11.07.2013;No;Collision with vehicle;Cross intersection;50 km/hr;2;0;1;NORTHERN REGION;Local Road
Finished;11.07.2013;No;Collision with vehicle;Cross intersection;60 km/hr;2;0;0;WESTERN REGION;Arterial Other
Finished;04.07.2013;No;collision with some other object;Not at intersection;100 km/hr;1;1;0;WESTERN REGION;Local Road
Finished;11.07.2013;No;Collision with vehicle;T intersection;60 km/hr;3;0;2;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;09.07.2013;No;Collision with vehicle;Cross intersection;60 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;11.07.2013;No;Collision with vehicle;Not at intersection;100 km/hr;2;0;1;NORTHERN REGION;Arterial Other
Finished;09.07.2013;Yes;Collision with vehicle;Cross intersection;80 km/hr;2;0;0;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;11.07.2013;No;Collision with vehicle;Cross intersection;60 km/hr;2;0;1;NORTH EASTERN REGION;Arterial Other
Finished;04.07.2013;Yes;Struck Pedestrian;Not at intersection;50 km/hr;3;0;1;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;08.07.2013;No;No collision and no object struck;T intersection;50 km/hr;2;0;1;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;11.07.2013;No;Collision with vehicle;Cross intersection;60 km/hr;2;1;1;SOUTH WESTERN REGION;Local Road
Finished;11.07.2013;No;Collision with vehicle;Cross intersection;60 km/hr;2;0;1;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;11.07.2013;Yes;Collision with vehicle;Not at intersection;100 km/hr;2;1;1;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;11.07.2013;Yes;Collision with vehicle;Not at intersection;100 km/hr;3;2;1;METROPOLITAN NORTH WEST REGION;Freeway
Finished;11.07.2013;No;No collision and no object struck;Not at intersection;40 km/hr;3;0;2;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;11.07.2013;Yes;Collision with vehicle;Cross intersection;80 km/hr;6;2;2;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;11.07.2013;Yes;Collision with a fixed object;Not at intersection;100 km/hr;1;0;0;NORTH EASTERN REGION;Arterial Other
Finished;11.07.2013;No;Collision with a fixed object;Not at intersection;60 km/hr;2;2;0;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;12.07.2013;Yes;Collision with vehicle;Multiple intersection;80 km/hr;2;0;0;METROPOLITAN SOUTH EAST REGION;Freeway
Finished;12.07.2013;No;Collision with a fixed object;Not at intersection;80 km/hr;1;0;0;WESTERN REGION;Freeway
Finished;11.07.2013;No;Collision with vehicle;Cross intersection;80 km/hr;3;0;1;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;12.07.2013;No;Collision with vehicle;Multiple intersection;50 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;12.07.2013;No;Struck Pedestrian;Cross intersection;60 km/hr;2;0;1;SOUTH WESTERN REGION;Local Road
Finished;11.07.2013;No;Collision with vehicle;Cross intersection;40 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Local Road
Finished;12.07.2013;No;Struck Pedestrian;Not at intersection;40 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Local Road
Finished;10.07.2013;No;Collision with a fixed object;T intersection;100 km/hr;1;1;0;WESTERN REGION;Arterial Highway
Finished;12.07.2013;No;Collision with vehicle;T intersection;70 km/hr;2;2;0;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;12.07.2013;No;Struck Pedestrian;Not at intersection;50 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Arterial Highway
Finished;12.07.2013;No;Collision with vehicle;Cross intersection;60 km/hr;3;0;2;WESTERN REGION;Arterial Highway
Finished;12.07.2013;No;Collision with vehicle;Not at intersection;70 km/hr;3;1;1;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;09.07.2013;No;Collision with vehicle;Cross intersection;80 km/hr;3;0;2;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;07.07.2013;Yes;Struck Pedestrian;Cross intersection;60 km/hr;2;1;0;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;09.07.2013;No;Vehicle overturned (no collision);Not at intersection;100 km/hr;1;0;0;WESTERN REGION;Local Road
Finished;09.07.2013;Yes;Struck Pedestrian;T intersection;50 km/hr;2;1;1;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;09.07.2013;Yes;Collision with vehicle;T intersection;60 km/hr;9;0;8;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;09.07.2013;No;Collision with a fixed object;Not at intersection;60 km/hr;1;1;0;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;09.07.2013;No;Collision with vehicle;Cross intersection;70 km/hr;4;1;2;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;10.07.2013;Yes;Struck animal;T intersection;80 km/hr;2;1;0;NORTHERN REGION;Arterial Other
Finished;10.07.2013;Yes;Collision with a fixed object;Not at intersection;100 km/hr;1;0;0;NORTHERN REGION;Arterial Other
Finished;10.07.2013;Yes;Collision with a fixed object;Not at intersection;60 km/hr;5;3;2;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;09.07.2013;No;Vehicle overturned (no collision);T intersection;100 km/hr;1;0;0;SOUTH WESTERN REGION;Arterial Other
Finished;10.07.2013;No;Collision with vehicle;Cross intersection;60 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Arterial Highway
Finished;10.07.2013;No;Collision with vehicle;Not at intersection;60 km/hr;4;0;3;METROPOLITAN NORTH WEST REGION;Local Road
Finished;10.07.2013;No;Collision with vehicle;T intersection;70 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;10.07.2013;No;Collision with vehicle;Cross intersection;60 km/hr;3;0;1;METROPOLITAN NORTH WEST REGION;Arterial Highway
Finished;10.07.2013;No;No collision and no object struck;T intersection;50 km/hr;1;1;0;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;10.07.2013;No;Struck Pedestrian;T intersection;60 km/hr;2;1;1;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;10.07.2013;No;Collision with vehicle;T intersection;60 km/hr;3;0;1;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;08.07.2013;No;Collision with vehicle;Not at intersection;60 km/hr;2;0;1;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;10.07.2013;No;No collision and no object struck;Not at intersection;100 km/hr;1;1;0;SOUTH WESTERN REGION;Arterial Other
Finished;09.07.2013;Yes;Collision with vehicle;Not at intersection;60 km/hr;3;0;2;METROPOLITAN NORTH WEST REGION;Local Road
Finished;10.07.2013;No;Collision with vehicle;Cross intersection;60 km/hr;4;0;3;METROPOLITAN NORTH WEST REGION;Arterial Highway
Finished;09.07.2013;No;Struck animal;Not at intersection;70 km/hr;1;0;0;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;10.07.2013;No;Collision with vehicle;Cross intersection;60 km/hr;3;0;1;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;10.07.2013;No;Struck Pedestrian;Cross intersection;60 km/hr;3;1;2;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;15.07.2013;Yes;Collision with vehicle;Cross intersection;60 km/hr;3;0;2;METROPOLITAN NORTH WEST REGION;Local Road
Finished;15.07.2013;Yes;Collision with a fixed object;T intersection;50 km/hr;4;2;2;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;15.07.2013;Yes;Collision with vehicle;T intersection;50 km/hr;5;2;1;METROPOLITAN NORTH WEST REGION;Local Road
Finished;16.07.2013;Yes;Collision with a fixed object;Not at intersection;50 km/hr;1;0;0;METROPOLITAN NORTH WEST REGION;Local Road
Finished;16.07.2013;No;Collision with vehicle;Cross intersection;60 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;16.07.2013;Yes;Collision with a fixed object;Not at intersection;70 km/hr;6;1;4;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;16.07.2013;No;Collision with vehicle;Cross intersection;60 km/hr;2;0;1;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;15.07.2013;Yes;Collision with vehicle;Not at intersection;70 km/hr;2;0;0;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;16.07.2013;No;Collision with vehicle;Not at intersection;50 km/hr;2;1;1;METROPOLITAN NORTH WEST REGION;Local Road
Finished;16.07.2013;No;Collision with vehicle;Not at intersection;100 km/hr;5;1;4;METROPOLITAN SOUTH EAST REGION;Freeway
Finished;15.07.2013;Yes;No collision and no object struck;Not at intersection;70 km/hr;1;0;0;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;12.07.2013;Yes;Collision with a fixed object;Not at intersection;100 km/hr;1;0;0;WESTERN REGION;Arterial Highway
Finished;12.07.2013;Yes;Collision with a fixed object;T intersection;100 km/hr;1;0;0;NORTH EASTERN REGION;Arterial Highway
Finished;13.07.2013;Yes;Collision with a fixed object;T intersection;60 km/hr;2;0;1;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;13.07.2013;Yes;Collision with a fixed object;Cross intersection;60 km/hr;1;1;0;WESTERN REGION;Local Road
Finished;13.07.2013;Yes;Collision with a fixed object;Cross intersection;70 km/hr;2;1;1;METROPOLITAN NORTH WEST REGION;Arterial Highway
Finished;12.07.2013;Yes;Collision with vehicle;Not at intersection;100 km/hr;7;0;6;METROPOLITAN NORTH WEST REGION;Freeway
Finished;09.07.2013;No;Collision with vehicle;Not at intersection;50 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Local Road
Finished;13.07.2013;No;Collision with vehicle;T intersection;40 km/hr;2;0;1;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;13.07.2013;No;Collision with vehicle;T intersection;60 km/hr;2;1;1;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;13.07.2013;Yes;Collision with vehicle;Not at intersection;60 km/hr;2;1;1;METROPOLITAN NORTH WEST REGION;Local Road
Finished;11.07.2013;Yes;Collision with vehicle;T intersection;80 km/hr;2;0;1;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;13.07.2013;No;Collision with a fixed object;Not at intersection;100 km/hr;1;1;0;NORTHERN REGION;Local Road
Finished;12.07.2013;Yes;Collision with vehicle;Not at intersection;70 km/hr;5;0;4;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;13.07.2013;No;Collision with vehicle;Cross intersection;80 km/hr;3;0;2;WESTERN REGION;Arterial Other
Finished;10.07.2013;Yes;Collision with vehicle;Cross intersection;80 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;13.07.2013;No;No collision and no object struck;Not at intersection;100 km/hr;2;0;0;WESTERN REGION;Freeway
Finished;13.07.2013;No;Collision with vehicle;Cross intersection;50 km/hr;5;1;4;WESTERN REGION;Arterial Other
Finished;13.07.2013;Yes;Vehicle overturned (no collision);T intersection;60 km/hr;1;0;0;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;13.07.2013;Yes;Collision with vehicle;Cross intersection;40 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Local Road
Finished;11.07.2013;Yes;Collision with vehicle;Not at intersection;80 km/hr;6;0;5;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;13.07.2013;Yes;No collision and no object struck;Not at intersection;60 km/hr;1;0;0;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;13.07.2013;Yes;Collision with vehicle;Not at intersection;80 km/hr;5;0;3;METROPOLITAN NORTH WEST REGION;Arterial Highway
Finished;13.07.2013;Yes;Collision with vehicle;Multiple intersection;60 km/hr;4;0;1;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;13.07.2013;Yes;Collision with a fixed object;Not at intersection;70 km/hr;3;0;2;METROPOLITAN NORTH WEST REGION;Freeway
Finished;13.07.2013;Yes;Collision with a fixed object;Y intersection;100 km/hr;1;0;0;METROPOLITAN SOUTH EAST REGION;Freeway
Finished;13.07.2013;Yes;Collision with vehicle;Multiple intersection;60 km/hr;3;0;1;METROPOLITAN SOUTH EAST REGION;Freeway
Finished;13.07.2013;Yes;Collision with vehicle;Not at intersection;100 km/hr;3;1;2;NORTH EASTERN REGION;Arterial Highway
Finished;13.07.2013;Yes;Collision with vehicle;T intersection;60 km/hr;2;0;1;WESTERN REGION;Local Road
Finished;13.07.2013;Yes;Collision with a fixed object;Not at intersection;50 km/hr;2;0;1;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;13.07.2013;Yes;Collision with vehicle;Cross intersection;60 km/hr;2;1;1;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;13.07.2013;Yes;Collision with a fixed object;Cross intersection;60 km/hr;1;0;0;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;13.07.2013;Yes;Vehicle overturned (no collision);Not at intersection;100 km/hr;1;0;0;NORTH EASTERN REGION;Local Road
Finished;12.07.2013;Yes;Vehicle overturned (no collision);Not at intersection;60 km/hr;1;0;0;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;13.07.2013;Yes;Collision with a fixed object;Not at intersection;100 km/hr;1;0;0;WESTERN REGION;Arterial Highway
Finished;13.07.2013;Yes;Collision with a fixed object;Not at intersection;60 km/hr;1;1;0;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;13.07.2013;Yes;Struck Pedestrian;Cross intersection;60 km/hr;3;0;2;METROPOLITAN NORTH WEST REGION;Local Road
Finished;12.07.2013;Yes;Collision with vehicle;T intersection;60 km/hr;3;1;2;METROPOLITAN NORTH WEST REGION;Arterial Highway
Finished;11.07.2013;Yes;Struck Pedestrian;Not at intersection;60 km/hr;2;1;1;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;13.07.2013;Yes;Collision with vehicle;Not at intersection;60 km/hr;6;0;5;WESTERN REGION;Local Road
Finished;13.07.2013;Yes;Collision with vehicle;T intersection;70 km/hr;5;0;4;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;13.07.2013;Yes;Collision with a fixed object;Not at intersection;50 km/hr;1;0;0;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;14.07.2013;Yes;Collision with vehicle;Cross intersection;70 km/hr;2;0;1;WESTERN REGION;Arterial Other
Finished;13.07.2013;Yes;Collision with vehicle;Cross intersection;60 km/hr;5;0;1;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;13.07.2013;Yes;Collision with vehicle;Not at intersection;60 km/hr;2;0;1;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;13.07.2013;Yes;Collision with a fixed object;Not at intersection;100 km/hr;2;0;0;WESTERN REGION;Arterial Other
Finished;13.07.2013;Yes;No collision and no object struck;Not at intersection;80 km/hr;3;1;2;METROPOLITAN NORTH WEST REGION;Freeway
Finished;14.07.2013;No;Collision with a fixed object;Not at intersection;100 km/hr;1;0;0;NORTH EASTERN REGION;Arterial Other
Finished;01.07.2013;No;No collision and no object struck;Cross intersection;60 km/hr;1;1;0;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;14.07.2013;No;Collision with vehicle;T intersection;80 km/hr;2;1;1;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;13.07.2013;Yes;Collision with a fixed object;Cross intersection;40 km/hr;4;0;1;METROPOLITAN NORTH WEST REGION;Local Road
Finished;14.07.2013;No;Collision with vehicle;T intersection;60 km/hr;4;1;3;NORTHERN REGION;Local Road
Finished;14.07.2013;Yes;Collision with a fixed object;Not at intersection;70 km/hr;8;0;7;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;14.07.2013;Yes;Collision with a fixed object;Not at intersection;70 km/hr;2;1;1;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;14.07.2013;No;Collision with vehicle;Not at intersection;60 km/hr;4;1;3;SOUTH WESTERN REGION;Arterial Highway
Finished;14.07.2013;Yes;Collision with vehicle;Cross intersection;80 km/hr;2;1;1;METROPOLITAN SOUTH EAST REGION;Freeway
Finished;14.07.2013;Yes;Collision with a fixed object;Not at intersection;80 km/hr;1;0;0;METROPOLITAN SOUTH EAST REGION;Arterial Highway
Finished;14.07.2013;Yes;Collision with vehicle;T intersection;60 km/hr;3;0;2;METROPOLITAN NORTH WEST REGION;Arterial Other
Finished;14.07.2013;No;Collision with vehicle;Cross intersection;50 km/hr;2;0;1;SOUTH WESTERN REGION;Arterial Other
Finished;13.07.2013;Yes;Collision with a fixed object;Not at intersection;100 km/hr;2;0;0;WESTERN REGION;Arterial Highway
Finished;15.07.2013;Yes;No collision and no object struck;T intersection;50 km/hr;1;1;0;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;14.07.2013;Yes;Collision with vehicle;Not at intersection;100 km/hr;2;1;1;METROPOLITAN NORTH WEST REGION;Freeway
Finished;15.07.2013;No;Collision with vehicle;Cross intersection;80 km/hr;3;0;1;SOUTH WESTERN REGION;Arterial Other
Finished;15.07.2013;No;Collision with vehicle;Cross intersection;50 km/hr;2;1;1;NORTH EASTERN REGION;Arterial Highway
Finished;15.07.2013;No;Collision with vehicle;Not at intersection;60 km/hr;1;0;0;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;15.07.2013;Yes;Collision with vehicle;Multiple intersection;60 km/hr;2;0;1;METROPOLITAN NORTH WEST REGION;Freeway
Finished;15.07.2013;No;Vehicle overturned (no collision);Not at intersection;60 km/hr;1;1;0;METROPOLITAN SOUTH EAST REGION;Local Road
Finished;15.07.2013;No;Fall from or in moving vehicle;Not at intersection;60 km/hr;1;0;0;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;14.07.2013;No;No collision and no object struck;T intersection;60 km/hr;2;1;1;METROPOLITAN NORTH WEST REGION;Local Road
Finished;15.07.2013;No;Collision with vehicle;Not at intersection;100 km/hr;2;0;1;METROPOLITAN SOUTH EAST REGION;Freeway
Finished;15.07.2013;Yes;Collision with vehicle;Not at intersection;80 km/hr;3;0;2;METROPOLITAN NORTH WEST REGION;Freeway
Finished;15.07.2013;No;Collision with vehicle;Cross intersection;60 km/hr;7;2;2;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;15.07.2013;No;Collision with vehicle;Cross intersection;100 km/hr;7;1;2;WESTERN REGION;Arterial Highway
Finished;15.07.2013;Yes;Collision with vehicle;T intersection;70 km/hr;5;2;1;METROPOLITAN SOUTH EAST REGION;Arterial Other
Finished;15.07.2013;Yes;Collision with vehicle;Not at intersection;80 km/hr;3;1;2;METROPOLITAN SOUTH EAST REGION;Arterial Highway
